date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2024-08-21 00:00:00,3.2,0.2,6.5,2.2,,235,19.5,,1020.4,
2024-08-22 00:00:00,3.8,0.9,7.8,0,,30,19.1,,1021.8,
2024-08-23 00:00:00,2.2,-2.7,8.3,0,,301,17.6,,1025.9,
2024-08-24 00:00:00,2.4,-2.5,7.9,0,,37,20.4,,1027.8,
2024-08-25 00:00:00,3.4,0.1,7.3,0,,265,18.8,,1015.5,
2024-08-26 00:00:00,5.7,3.7,9.6,0.5,,332,25.4,,1016.5,
2024-08-27 00:00:00,5.1,0.4,9.2,,,359,27.4,,1023.5,
2024-08-28 00:00:00,6.1,0.2,12,,,320,28.6,,1023,
2024-08-29 00:00:00,5.2,-1.6,14.7,0,,24,23.9,,1028.5,
2024-08-30 00:00:00,5.6,-2.6,15.9,,,29,31.6,,1022.7,
2024-08-31 00:00:00,8.3,3.1,12.7,0,,51,30.4,,1016.3,
2024-09-01 00:00:00,5.6,1.1,11,3.8,,290,23.2,,1002.8,
2024-09-02 00:00:00,3.9,0.3,10,16.3,,360,33.7,,1007.7,
2024-09-03 00:00:00,6.3,4,9.6,0,,311,33.1,,1010,
2024-09-04 00:00:00,5.6,2.2,10.4,0.3,,334,24.4,,1020.1,
2024-09-05 00:00:00,6.2,3.6,11,0,,47,30.3,,1003.9,
2024-09-06 00:00:00,8.6,5.6,11.2,0.5,,269,40.4,,1005.9,
2024-09-07 00:00:00,8.6,6.4,10.9,0,,4,24.6,,1009.1,
2024-09-08 00:00:00,7,3.9,9.6,0.5,,185,46.1,,1011.8,
2024-09-09 00:00:00,4.4,2.7,7,8.4,,232,21.7,,1012.1,
2024-09-10 00:00:00,3.8,-1.6,7.9,1,,290,29.4,,1013,
2024-09-11 00:00:00,6.4,3.6,10.1,0,,276,36.9,,1016,
2024-09-12 00:00:00,8.1,6.1,11.2,0,,310,32.4,,1010.2,
2024-09-13 00:00:00,5.4,4.1,11.2,0,,284,18.9,,1019.4,
2024-09-14 00:00:00,5.6,1.7,10.4,0,,315,10.9,,1018.6,
2024-09-15 00:00:00,5.2,1.7,10.6,4.6,,303,14.3,,1016.4,
2024-09-16 00:00:00,6.2,3.4,10.2,0.4,,309,11.8,,1016.4,
2024-09-17 00:00:00,6.7,2.2,11.7,3.4,,295,9.7,,1009.1,
2024-09-18 00:00:00,8.1,5.6,13.3,1,,207,4.6,,1008.3,
2024-09-19 00:00:00,7.6,5.7,11.9,1.5,,281,8.3,,1000.9,
2024-09-20 00:00:00,4,2.4,9.7,1.3,,321,9.3,,1001.7,
2024-09-21 00:00:00,3.6,1.1,8.5,9.7,,323,10.3,,995.8,
2024-09-22 00:00:00,3.1,0.3,5.5,12.7,,328,11.3,,996.5,
2024-09-23 00:00:00,2.4,-0.9,16.8,0.3,,303,14.5,,1010.6,
2024-09-24 00:00:00,3.5,0,6.7,9,,288,13,,1012.8,
2024-09-25 00:00:00,3.3,0,9,0.1,,297,13.4,,1023.9,
2024-09-26 00:00:00,5,2.8,10,0.8,,309,13.5,,1017.7,
2024-09-27 00:00:00,5.8,2.6,11.6,7.5,,317,13.6,,1004.5,
2024-09-28 00:00:00,5.3,2.9,9,24.2,,328,10.9,,1005.2,
2024-09-29 00:00:00,3.6,1.7,4.8,23.5,,330,7.3,,1003.1,
2024-09-30 00:00:00,1.8,-1.8,6.5,0.1,,278,6.8,,1010.6,
2024-10-01 00:00:00,3.3,-1.3,8.3,1.3,,312,10.7,,1017.3,
2024-10-02 00:00:00,5.5,3,11,0,,290,12.9,,1021.8,
2024-10-03 00:00:00,6.8,1.6,12.2,0,,288,12.7,,1019.2,
2024-10-04 00:00:00,6.1,-0.9,12.3,0,,298,9.1,,1018.1,
2024-10-05 00:00:00,5.4,-4.4,17.2,0,,304,5.6,,1022.9,
2024-10-06 00:00:00,7.4,-2.4,17.5,0,,308,7.3,,1017.5,
2024-10-07 00:00:00,9.3,0.2,18.8,0,,298,7.5,,1021.3,
2024-10-08 00:00:00,9.1,-0.9,20.5,0,,308,8.7,,1020.8,
2024-10-09 00:00:00,12.5,4.9,20.9,0,,314,12.3,,1016.8,
2024-10-10 00:00:00,10.2,4.2,20.2,0,,283,13.6,,1012.2,
2024-10-11 00:00:00,5.6,3.1,8.7,4.7,,298,12.5,,1009.9,
2024-10-12 00:00:00,6.8,3,12,5.7,,300,11.7,,1013,
2024-10-13 00:00:00,13.4,6.1,18.8,0,,296,11.1,,1020.6,
2024-10-14 00:00:00,11.3,7,17.2,0,,303,8.8,,1021.8,
2024-10-15 00:00:00,8.6,1.1,16.1,0,,310,10.4,,1017.4,
2024-10-16 00:00:00,9.3,1.3,18.7,0,,277,7.3,,1009.9,
2024-10-17 00:00:00,10.1,6.1,14.5,0.5,,285,9.9,,1014.8,
2024-10-18 00:00:00,11.2,5.4,15.8,0.5,,281,8.9,,1016.8,
2024-10-19 00:00:00,10.1,1,17,0.8,,289,7.4,,1008.7,
2024-10-20 00:00:00,9.7,2.1,17,0,,303,12,,1008.5,
2024-10-21 00:00:00,12.5,9.8,18.6,0,,283,15.1,,1015.9,
2024-10-22 00:00:00,12.7,5.8,22.7,0,,315,8.8,,1019.5,
2024-10-23 00:00:00,14.1,5.8,24.4,0,,300,11.3,,1013.8,
2024-10-24 00:00:00,10.8,5.2,22.3,1,,279,13.7,,1012.3,
2024-10-25 00:00:00,6.9,3,12.8,0.3,,299,16.3,,1018.3,
2024-10-26 00:00:00,8.8,5.8,14.8,0,,290,16.6,,1019.2,
2024-10-27 00:00:00,11.3,7.2,15.4,0,,287,18.3,,1015.9,
2024-10-28 00:00:00,16.2,7.1,27.5,0,,288,15.4,,1018.1,
2024-10-29 00:00:00,13.6,8.7,23,0,,292,10.6,,1016.9,
2024-10-30 00:00:00,9.4,4.3,16.7,0,,297,9.7,,1014.1,
2024-10-31 00:00:00,12,4.1,21,0,,312,8.7,,1009.2,
2024-11-01 00:00:00,8.1,3.6,12,6.5,,317,12.4,,1000.3,
2024-11-02 00:00:00,7.1,9.5,16.7,1.3,,336,11.8,,1011.3,
2024-11-03 00:00:00,8.9,5.6,13.9,0.5,,344,11.5,,1000.8,
2024-11-04 00:00:00,5.4,3.5,14.1,11.2,,339,12.7,,1003.9,
2024-11-05 00:00:00,4.8,3.2,10.2,39.4,,333,10.8,,1006.4,
2024-11-06 00:00:00,6.3,2.3,12.6,0.4,,303,11.7,,1018.2,
2024-11-07 00:00:00,6.6,0.4,13,0.3,,314,10.7,,1014.7,
2024-11-08 00:00:00,10.4,6.4,15.5,2.9,,325,10,,1008.5,
2024-11-09 00:00:00,7.6,3.9,11.2,6.3,,323,11.5,,1005.6,
2024-11-10 00:00:00,7.7,7.5,16.2,0.5,,306,11.6,,1009.7,
2024-11-11 00:00:00,8.6,6,12.6,0,,301,13.6,,1017.5,
2024-11-12 00:00:00,9.8,6.5,17,0,,316,14.5,,1015.9,
2024-11-13 00:00:00,11.5,10.6,16.4,0,,306,13.8,,1011.3,
2024-11-14 00:00:00,11,7.3,15.8,23,,328,11.9,,1003.9,
2024-11-15 00:00:00,7.7,5.8,16.9,9.7,,318,14.3,,1003.2,
2024-11-16 00:00:00,7.9,4.2,12.5,0,,284,15.3,,1018.8,
2024-11-17 00:00:00,8.4,3.3,24.4,0,,292,12.7,,1024.7,
2024-11-18 00:00:00,10.3,1.4,19.4,0,,201,4.5,,1020.8,
2024-11-19 00:00:00,11.5,4.5,17.6,0.2,,297,9.8,,1011.5,
2024-11-20 00:00:00,11.1,8.6,22.8,0,,297,12.2,,1015,
2024-11-21 00:00:00,11.2,3.7,17.7,0,,302,10.1,,1015.6,
2024-11-22 00:00:00,12.7,7.5,19.5,0,,319,11.8,,1011.5,
2024-11-23 00:00:00,10.7,7.6,17.1,1,,282,15.7,,1010.3,
2024-11-24 00:00:00,9.5,5.2,13.6,1,,275,9.3,,1010.9,
2024-11-25 00:00:00,10.2,6,14.8,0.3,,219,5.5,,1011.3,
2024-11-26 00:00:00,9.1,2.7,14.4,2.5,,293,9.3,,1014.3,
2024-11-27 00:00:00,10.1,3.7,20.2,0,,295,7.5,,1014.8,
2024-11-28 00:00:00,10.4,7.8,15.8,16.3,10,308,11.5,,1015.5,
2024-11-29 00:00:00,10.7,3.6,16.9,0,,283,11.6,,1018.6,
2024-11-30 00:00:00,11.1,3.7,17.6,0,,293,15.5,,1010.6,
2024-12-01 00:00:00,7.8,3.5,12.1,3.5,,277,16.2,,1012,
2024-12-02 00:00:00,8.1,3.6,15,0,,273,14.8,,1018.7,
2024-12-03 00:00:00,9.4,5,15.1,0,,288,13.4,,1016.4,
2024-12-04 00:00:00,12.4,9,17.4,0,,300,10.2,,1010.3,
2024-12-05 00:00:00,8.8,7.3,15.6,7.4,10,165,7.1,,1010.6,
2024-12-06 00:00:00,9.4,4.9,16.6,0.6,,152,8.2,,1019.7,
2024-12-07 00:00:00,10.8,2.6,18.9,0,,303,11.7,,1017.9,
2024-12-08 00:00:00,11.5,3.5,19.6,0,,266,11.8,,1015.6,
2024-12-09 00:00:00,10.8,3.1,16.9,0,,286,12.7,,1016.8,
2024-12-10 00:00:00,12.6,7.4,17.4,0,,,,,,
2024-12-11 00:00:00,12.8,6.2,18.1,0,,,,,,
2024-12-12 00:00:00,,,,,,,,,,
2024-12-13 00:00:00,12,6.3,17.9,0,,,,,,
2024-12-14 00:00:00,12.3,6.1,18,0,,275,11.5,,1019.6,
2024-12-15 00:00:00,15.7,6.5,26.6,0,,272,7.6,,1017.3,
2024-12-16 00:00:00,18.4,7.8,28.7,4.6,,265,6.3,,1014.4,
2024-12-17 00:00:00,17.6,13.4,30.4,2.5,,297,15.7,,1010.5,
2024-12-18 00:00:00,13.2,6.8,22.7,0.3,,283,20.7,,1014.2,
2024-12-19 00:00:00,9.4,6.8,15.6,0,,276,13.3,,1009.1,
2024-12-20 00:00:00,9.9,6.2,14.5,1.5,,283,15,,1014.3,
2024-12-21 00:00:00,11.2,4,19.2,0,,280,11.7,,1018.6,
2024-12-22 00:00:00,12.9,8.2,19.6,0.5,,301,10.4,,1014,
2024-12-23 00:00:00,13,8.9,18.7,0,,282,14.2,,1018.3,
2024-12-24 00:00:00,14.5,6.5,23.5,0,,276,9.4,,1023.3,
2024-12-25 00:00:00,18.3,6.6,31.2,0,,266,6.2,,1014.8,
2024-12-26 00:00:00,18.3,11.1,31.4,0,,298,12.7,,1011.9,
2024-12-27 00:00:00,14.8,6.1,24.2,0,,211,7.2,,1020.7,
2024-12-28 00:00:00,17.9,7.2,27.5,0,,278,6.2,,1017.1,
2024-12-29 00:00:00,18.7,7.7,28.2,0,,298,8.8,,1012.9,
2024-12-30 00:00:00,14.5,8.1,27.9,0,,300,11.4,,1006.5,
2024-12-31 00:00:00,11.1,7.2,15.4,2.4,,282,15,,1009.3,
2025-01-01 00:00:00,13.1,8.1,20.2,0,,292,13.1,,1017.4,
2025-01-02 00:00:00,14.3,8.9,21.5,0,,294,12.3,,1017.3,
2025-01-03 00:00:00,16.6,8,25.2,0,,307,9.2,,1015.7,
2025-01-04 00:00:00,17.3,10.8,26.4,0,,300,11.8,,1014.6,
2025-01-05 00:00:00,16.3,7.5,26.2,0,,291,10.6,,1013.5,
2025-01-06 00:00:00,18.1,8.2,27.1,0,,296,12,,1011.3,
2025-01-07 00:00:00,18.1,13.9,26.6,0,,286,11.4,,1012.9,
2025-01-08 00:00:00,16.9,15.2,25.1,0,,296,16.1,,1010.8,
2025-01-09 00:00:00,12.3,4.1,19.1,0,,282,10.5,,1019.5,
2025-01-10 00:00:00,13.4,4.7,22.7,0,,289,7.8,,1016.8,
2025-01-11 00:00:00,16.3,7.9,23.4,0,,297,11.2,,1013.4,
2025-01-12 00:00:00,17.8,8.8,23.6,0,,294,18.4,,1006.1,
2025-01-13 00:00:00,11.3,5.4,21.4,0,,284,15,,1015,
2025-01-14 00:00:00,11.9,8.3,16.5,6.5,,283,15.4,,1009.4,
2025-01-15 00:00:00,12.8,8.7,17.7,0.5,,283,18,,1007,
2025-01-16 00:00:00,10.5,7.2,16.2,0,,294,13.7,,1017.7,
2025-01-17 00:00:00,12.6,8.7,18.5,0,,286,12.6,,1019.5,
2025-01-18 00:00:00,13.9,6,21.7,0,,291,12.1,,1022,
2025-01-19 00:00:00,15.9,7.9,24.5,0,,299,10,,1019.1,
2025-01-20 00:00:00,14.6,10.9,18.2,1.9,,296,10.3,,1008.2,
2025-01-21 00:00:00,14.2,7.1,19.4,0,,284,11.7,,1011.8,
2025-01-22 00:00:00,13.1,8.1,19.7,0,,326,8,,1010.9,
2025-01-23 00:00:00,13.1,9.5,17.9,0.5,,312,13,,1010.1,
2025-01-24 00:00:00,12.9,8.9,16.6,0.3,,301,15.1,,1013.6,
2025-01-25 00:00:00,14.3,11.1,18.6,1.3,,298,11.3,,1014.3,
2025-01-26 00:00:00,13.5,9.2,16.2,17.1,,313,11,,1005.7,
2025-01-27 00:00:00,9.4,6.5,14.5,2.3,,299,14.5,,1011,
2025-01-28 00:00:00,13,10,18.6,0.3,,313,13.5,,1013.5,
2025-01-29 00:00:00,16.1,11,23.1,0,,292,12.6,,1012.7,
2025-01-30 00:00:00,17.3,9.4,24.3,0,,302,12.9,,1007.8,
2025-01-31 00:00:00,12,7.2,17.6,0.7,,280,14.1,,1014.8,
2025-02-01 00:00:00,12.2,4.8,18.7,0,,298,12.1,,1010.7,
2025-02-02 00:00:00,11.4,9,19.3,5.1,,300,14.6,,1004.1,
2025-02-03 00:00:00,9.3,6.6,13,1.3,,301,12.4,,1011.3,
2025-02-04 00:00:00,10.4,2.2,17.7,0,,300,10.4,,1014.9,
2025-02-05 00:00:00,10,4.8,18.3,0,,314,11,,1006.7,
2025-02-06 00:00:00,9.9,7,14.5,0.5,,283,18.3,,1011.5,
2025-02-07 00:00:00,9.7,3.7,16.2,12.3,,277,8.8,,1010.5,
2025-02-08 00:00:00,12.2,7.4,17.7,0,,278,12.5,,1017.6,
2025-02-09 00:00:00,10.9,6.6,14.8,21.6,,261,7.8,,1010.6,
2025-02-10 00:00:00,10.4,8.4,13.5,2.5,,280,20,,1007.1,
2025-02-11 00:00:00,10.1,7,14,0,,277,15.3,,1015.7,
2025-02-12 00:00:00,11.3,6,17.7,0,,315,10,,1018.6,
2025-02-13 00:00:00,13.2,5,22.6,0,,321,6.4,,1017.3,
2025-02-14 00:00:00,15.4,5.7,24.9,0,,299,8.6,,1016.3,
2025-02-15 00:00:00,13.4,5.4,24.9,0,,293,14.3,,1012.5,
2025-02-16 00:00:00,11.4,8.4,15.2,0,,282,15.5,,1014.2,
2025-02-17 00:00:00,10.6,3.5,17.5,0,,287,10.1,,1021.7,
2025-02-18 00:00:00,13.1,10.7,17.1,0,,297,13.7,,1016.1,
2025-02-19 00:00:00,13.9,11,19.7,0,,300,13.2,,1009.3,
2025-02-20 00:00:00,13.5,10,20.5,0,,308,12.9,,1006.6,
2025-02-21 00:00:00,15.6,12.3,21.1,5.5,,310,16.3,,1004.4,
2025-02-22 00:00:00,15,12.6,22.2,12.7,,302,14.7,,1004.8,
2025-02-23 00:00:00,13.6,11.3,16.9,0.3,,283,17.4,,1006.1,
2025-02-24 00:00:00,13.9,11.4,16.8,0.3,,287,24.2,,1007.3,
2025-02-25 00:00:00,13.2,10.5,15.2,0.5,,265,20.4,,1014.2,
2025-02-26 00:00:00,9.6,-0.5,20.8,0.3,,251,22.6,,1018.5,
2025-02-27 00:00:00,13.6,4.9,21.2,0,,25,25.8,,1010.2,
2025-02-28 00:00:00,11.9,5.7,20.7,0,,349,34.7,,1008.7,
2025-03-01 00:00:00,12.2,7.3,15.4,4.7,,38,30,,1008,
2025-03-02 00:00:00,10.9,8.9,14.8,2.3,,352,27.8,,1003.2,
2025-03-03 00:00:00,9.6,6,13.7,12.4,,254,30.3,,1008.8,
2025-03-04 00:00:00,9.9,7.3,14.8,0,,271,30.7,,1000,
2025-03-05 00:00:00,8.6,5.4,13,5.3,,212,29.1,,1008.3,
2025-03-06 00:00:00,10.3,7.4,17,3,,208,19.9,,1006.3,
2025-03-07 00:00:00,10.6,5.6,15.3,2.3,,277,24.7,,1012.4,
2025-03-08 00:00:00,12.2,9.2,14.9,1.5,,285,29.1,,1025.4,
2025-03-09 00:00:00,9.8,5.1,13.7,0,,34,33.3,,1017.8,
2025-03-10 00:00:00,10.4,5.6,13.2,3.8,,258,46.5,,1013.8,
2025-03-11 00:00:00,9.3,1.5,17.9,1.5,,11,18,,1024.8,
2025-03-12 00:00:00,10.1,1.1,22.9,0.8,,52,20.3,,1023.5,
2025-03-13 00:00:00,14.6,8.8,18.6,0,,283,28.7,,1018.4,
2025-03-14 00:00:00,9.5,1.6,20.2,0,,9,23.4,,1017.5,
2025-03-15 00:00:00,11.7,5.8,18.5,,,17,26.9,,1016.5,
2025-03-16 00:00:00,11.9,9.2,15.5,0,,39,28.3,,1016.8,
2025-03-17 00:00:00,13.5,11.5,17.2,0.3,,275,41.4,,1013.4,
2025-03-18 00:00:00,9.3,2,17.9,0,,23,28,,1018.4,
2025-03-19 00:00:00,14.9,9,18.6,,,72,40.9,,1005,
2025-03-20 00:00:00,15.2,12.7,18.7,0,,103,37.3,,1008.2,
2025-03-21 00:00:00,11.1,4.4,15.8,0,,235,24.9,,1018.7,
2025-03-22 00:00:00,7.9,1.4,15.9,0,,39,29,,1027.7,
2025-03-23 00:00:00,7.5,-2,18.7,0,,352,19.1,,1029.2,
2025-03-24 00:00:00,11.6,5,21.2,0,,27,21.3,,1022.2,
2025-03-25 00:00:00,12.9,3.9,25.9,0.3,,226,19.9,,1016.2,
2025-03-26 00:00:00,12.9,3.6,23.4,0,,255,29.3,,1008.9,
2025-03-27 00:00:00,14.4,11.6,17.5,0,,264,30.3,,1010.1,
2025-03-28 00:00:00,11.2,8,15.6,0,,287,25,,1012.5,
2025-03-29 00:00:00,9.4,7.7,11.8,0.3,,231,20.3,,998.1,
2025-03-30 00:00:00,9.4,4.5,13.5,0.8,,256,24.2,,1007.5,
2025-03-31 00:00:00,9.9,7.2,13.4,0.3,,296,29.7,,1019.8,
2025-04-01 00:00:00,10.4,7.7,14.2,0,,266,37.1,,1010.1,
2025-04-02 00:00:00,6.3,0.6,11.6,0.3,,293,28,,1014.2,
2025-04-03 00:00:00,4.7,-2.3,11.5,0.3,,10,20.2,,1030.1,
2025-04-04 00:00:00,2.9,-4.2,13.4,0,,234,19,,1025.8,
2025-04-05 00:00:00,5.8,-3.1,18.5,0,,194,13.5,,1017.8,
2025-04-06 00:00:00,7.7,-1.9,21,0,,333,15.2,,1015.5,
2025-04-07 00:00:00,12.8,6.7,18,0,,306,25.2,,1016.9,
2025-04-08 00:00:00,7.4,-0.9,16.2,0,,239,12.2,,1014.9,
2025-04-09 00:00:00,10.6,4.8,17.5,0,,35,17.9,,1009.8,
2025-04-10 00:00:00,9.4,8,12,21,,244,18.9,,1014.4,
2025-04-11 00:00:00,8.3,4.5,13.1,21.8,,25,17.6,,1015,
2025-04-12 00:00:00,10.6,7.5,14.5,0,,61,23.7,,1018.3,
2025-04-13 00:00:00,10,8,12.6,0.3,,239,17,,1018.8,
2025-04-14 00:00:00,9.2,7.7,10.8,3.6,,247,23,,1018.3,
2025-04-15 00:00:00,9.1,7.4,11.3,2.3,,220,16.5,,1017,
2025-04-16 00:00:00,9.1,7,13.6,0.5,,28,19.1,,1008,
2025-04-17 00:00:00,8.4,5.7,13.4,1.5,,24,25.6,,1009.9,
2025-04-18 00:00:00,6.9,0.9,14.5,0.3,,325,16,,1022.5,
2025-04-19 00:00:00,4.2,-1.1,11.3,0,,286,13.5,,1020.3,
2025-04-20 00:00:00,5.3,1,10.1,0,,44,17.3,,1007.4,
2025-04-21 00:00:00,8.9,4.1,13.5,3.8,,280,17.8,,1011.3,
2025-04-22 00:00:00,4.4,1.3,8.9,1.5,,276,12.5,,1006.8,
2025-04-23 00:00:00,8.8,2.9,14.4,2,,276,19.8,,1014.2,
2025-04-24 00:00:00,9.1,5.9,13.3,0,,20,21,,1002.2,
2025-04-25 00:00:00,6.9,3.9,9.6,9.1,,267,26.6,,998.9,
2025-04-26 00:00:00,8.1,5.1,11.5,1.5,,314,30.8,,1009.2,
2025-04-27 00:00:00,10.7,7.1,15.5,0,,326,26.3,,1017.8,
2025-04-28 00:00:00,9.6,3.8,14.6,0,,254,17.5,,1017.2,
2025-04-29 00:00:00,10.6,7.7,14.7,0,,39,25.8,,1013.4,
2025-04-30 00:00:00,9.3,5.3,14.5,0,,7,25.7,,1008.5,
2025-05-01 00:00:00,6.8,3.3,11.4,4.7,,326,15.1,,1005.9,
2025-05-02 00:00:00,8.6,5.2,12.7,2.8,,17,17.6,,1009.6,
2025-05-03 00:00:00,7.6,3.8,10.3,0.5,,355,16.2,,1010.9,
2025-05-04 00:00:00,3,-1.3,7.8,4,,343,13,,1016,
2025-05-05 00:00:00,6.2,3.8,9.4,12.9,,323,8.5,,1008.5,
2025-05-06 00:00:00,5.7,3.6,10.1,11.4,,353,15.5,,1001,
2025-05-07 00:00:00,5,1.9,8.2,2.4,,329,10.6,,1003.8,
2025-05-08 00:00:00,4.8,0.2,8.4,0,,300,7.6,,1006.4,
2025-05-09 00:00:00,6.3,4.6,8.8,2.5,,295,11.9,,1009.5,
2025-05-10 00:00:00,9.9,4.6,15.4,1,,306,12.8,,1012.5,
2025-05-11 00:00:00,11.4,7.4,15.9,0,,311,7,,1013.6,
2025-05-12 00:00:00,10.8,6.5,14.8,0,,309,10,,1009.3,
2025-05-13 00:00:00,8.1,5.2,13.2,0.3,,299,11.5,,1003.8,
2025-05-14 00:00:00,7.6,4.2,11,10.9,,307,18.6,,1006,
2025-05-15 00:00:00,6.9,4.1,9.1,1.6,,301,14.7,,1006.8,
2025-05-16 00:00:00,4.4,1.9,5.8,0,,328,6.1,,1002.4,
2025-05-17 00:00:00,1.6,1,6.3,13.5,,295,13.8,,996.6,
2025-05-18 00:00:00,2.6,-0.2,5.2,1.5,51,312,12.3,,1010.9,
2025-05-19 00:00:00,4.7,-0.1,7.7,1,,319,8.1,,1013.8,
2025-05-20 00:00:00,4,0.5,8.2,0.5,,109,5.9,,1020.7,
2025-05-21 00:00:00,3.6,0.3,5.6,0,,186,5.5,,1019.6,
2025-05-22 00:00:00,5.3,1.8,10.3,0.8,,335,5.2,,1016.6,
2025-05-23 00:00:00,5.5,4.2,9,3.6,,311,9.2,,1010.2,
2025-05-24 00:00:00,5.8,3.7,9,2.5,,5,7.1,,1011.7,
2025-05-25 00:00:00,6.3,2.9,8.6,0,,324,4.3,,1000.4,
2025-05-26 00:00:00,6.9,4.3,8.6,0.5,,302,9.6,,1009.5,
2025-05-27 00:00:00,4.6,3.4,6.5,0,,309,7.5,,1027,
2025-05-28 00:00:00,6.7,2.4,10.8,0.3,,302,10.6,,1023.5,
2025-05-29 00:00:00,7.1,3,10.8,0,,325,9.6,,1017.2,
2025-05-30 00:00:00,4.7,3.2,5.9,2,,306,16.1,,1018.3,
2025-05-31 00:00:00,5.5,2,9,0,,302,11.5,,1020.2,
2025-06-01 00:00:00,6.1,4.1,8.7,41.9,,291,13.6,,1007.2,
2025-06-02 00:00:00,4.9,2.9,7.6,0,,302,9.1,,1011.3,
2025-06-03 00:00:00,5.9,4.1,7.2,0.6,,298,11,,1004.3,
2025-06-04 00:00:00,5,3.9,6.3,0.4,,296,17.4,,1013.5,
2025-06-05 00:00:00,6,5.1,7.2,0,,319,11.5,,1019,
2025-06-06 00:00:00,5.2,1.9,8.4,0,,325,4.9,,1019,
2025-06-07 00:00:00,,,,,,,,,,
2025-06-08 00:00:00,,,,,,,,,,
2025-06-09 00:00:00,,,,,,,,,,
2025-06-10 00:00:00,,,,,,,,,,
2025-06-11 00:00:00,,,,,,,,,,
2025-06-12 00:00:00,,,,,,,,,,
2025-06-13 00:00:00,,,,,,,,,,
